** デバッグ
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~2|8|4|3|8|1|10|0|4|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|2|3|7|0|4|10|10|1|1|10|10|10|10|10|
|~3|8|4|3|8|1|10|0|4|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|3|3|7|0|4|10|10|1|1|10|10|10|10|10|
|~4|8|4|3|8|1|10|0|4|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|4|3|7|0|4|10|10|1|1|10|10|10|10|10|
|~5|8|4|3|8|1|10|0|4|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|5|3|7|0|4|10|10|1|1|10|10|10|10|10|

** 黄金の間(最果てへの道中層)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|4|3|8|1|10|0|5|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|1|3|7|0|5|10|10|1|1|10|10|10|10|10|
|~2|8|4|3|8|1|10|0|5|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|2|3|7|0|5|10|10|1|1|10|10|10|10|10|
|~3|8|4|3|8|1|10|0|5|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|3|3|7|0|5|10|10|1|1|10|10|10|10|10|
|~4|6|4|3|8|1|10|0|5|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|4|3|7|0|5|10|10|1|1|10|10|10|10|10|
|~5|8|4|3|8|1|10|0|5|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|5|3|7|0|5|10|10|1|1|10|10|10|10|10|

** 黄金の間(最果てへの道深層)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|4|3|8|1|10|0|6|10|1|0|1|0|0|1000|8|15|7|0|0|0|0|0|1|3|7|0|6|10|10|1|1|10|10|10|10|10|
|~2|8|4|3|8|1|10|0|6|10|1|0|1|0|0|1000|8|15|7|0|0|0|0|0|2|3|7|0|6|10|10|1|1|10|10|10|10|10|
|~3|8|4|3|8|1|10|0|6|10|1|0|1|0|0|1000|8|15|7|0|0|0|0|0|3|3|7|0|6|10|10|1|1|10|10|10|10|10|
|~4|8|4|3|8|1|10|0|6|10|1|0|1|0|0|1000|8|15|7|0|0|0|0|0|4|3|7|0|6|10|10|1|1|10|10|10|10|10|
|~5|8|4|3|8|1|10|0|6|10|1|0|1|0|0|1000|8|15|7|0|0|0|0|0|5|3|7|0|6|10|10|1|1|10|10|10|10|10|

** 黄金の間(中腹の井戸)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|4|3|8|1|10|0|7|10|1|0|1|0|0|1000|8|0|7|0|0|0|0|0|1|4|11|0|7|10|10|1|1|10|10|10|10|10|
|~2|8|4|3|8|1|10|0|7|10|1|0|1|0|0|1000|8|0|7|0|0|0|0|0|2|4|11|0|7|10|10|1|1|10|10|10|10|10|
|~3|8|4|3|8|1|10|0|7|10|1|0|1|0|0|1000|8|0|7|0|0|0|0|0|3|4|11|0|7|10|10|1|1|10|10|10|10|10|
|~4|8|4|3|8|1|10|0|8|10|1|0|1|0|0|1000|8|0|7|0|0|0|0|0|4|4|11|0|7|10|10|1|1|10|10|10|10|10|
|~5|8|4|3|8|1|10|0|8|10|1|0|1|0|0|1000|8|0|7|0|0|0|0|0|5|4|11|0|7|10|10|1|1|10|10|10|10|10|

** 黄金の間(あかずの間低層)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|4|3|8|1|10|0|9|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|1|3|10|0|9|10|10|1|1|10|10|10|10|10|
|~2|8|4|3|8|1|10|0|9|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|2|3|10|0|9|10|10|1|1|10|10|10|10|10|
|~3|8|4|3|8|1|10|0|9|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|3|3|10|0|9|10|10|1|1|10|10|10|10|10|
|~4|8|4|3|8|1|10|0|9|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|4|3|10|0|9|10|10|1|1|10|10|10|10|10|
|~5|8|4|3|8|1|10|0|9|10|11|0|1|0|0|1000|8|15|7|0|0|0|0|0|5|3|10|0|9|10|10|1|1|10|10|10|10|10|

** 黄金の間(あかずの間深層)
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|8|4|3|8|1|10|0|10|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|1|3|8|0|10|10|10|1|1|10|10|10|10|10|
|~2|8|4|3|8|1|10|0|10|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|2|3|8|0|10|10|10|1|1|10|10|10|10|10|
|~3|8|4|3|8|1|10|0|10|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|3|3|8|0|10|10|10|1|1|10|10|10|10|10|
|~4|8|4|3|8|1|10|0|10|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|4|3|8|0|10|10|10|1|1|10|10|10|10|10|
|~5|8|4|3|8|1|10|0|10|10|6|0|1|0|0|1000|8|15|7|0|0|0|0|0|5|3|8|0|10|10|10|1|1|10|10|10|10|10|

** ナタネ村
|階|地|縦|横|部|幅|モ|店|店ア&br;表|MH|MH&br;種類|迷|埋|水|氷|ギ|ア|罠|店ア|>|>|>|>|仲間|LV|変|ビ|行商|行ア&br;表|水路|湖|店主|店表|池|島|柱|壁|氷&br;部屋|h
|~1|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~2|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~3|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~4|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|
|~5|1|4|3|8|1|8|0|1|0|1|10|0|2|2|0|0|6|7|0|0|0|0|0|1|13|13|0|1|10|10|1|1|10|10|10|10|10|

